Host: 127.0.0.1   Database: ML    Generation Time: 2020-02-12 13:29:15 +0000

Table auth_group

"id","building_ei","building_consomation","account","account_tag","key","key_tag","sub_account","sub_account_tag","category","category_tag","nature","nature_tag","date","supplier","tag","ammount","start_date","end_date","created_at","updated_at"
88,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-01-31",NULL,"Salaire 01/18 LOPES","883.65","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
89,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-01-31",NULL,"Salaire 01/18 THEUNISSEN","245.31","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
90,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-01-31",NULL,"Salaire 01/18 ALVES FERREIRA","706.24","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
91,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-02-28",NULL,"Salaire 02/18 ALVES FERREIRA","1306.24","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
92,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-02-28",NULL,"Salaire 02/18 LOPES","846.36","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
93,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-03-31",NULL,"Salaire 03/18 LOPES","923.64","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
94,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-03-31",NULL,"Salaire 03/18 ALVES FERREIRA","706.24","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
95,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-04-30",NULL,"Salaire 04/18 ALVES FERREIRA","706.24","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
96,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-04-30",NULL,"Salaire 04/18 LOPES","923.64","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
97,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-05-31",NULL,"Salaire 05/18 ALVES FERREIRA","638.17","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
98,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-05-31",NULL,"Salaire 05/18 TRUTA","162.89","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
99,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-05-31",NULL,"Salaire 05/18 LOPES","923.64","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
100,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-05-31",NULL,"Salaire 05/18 FARIA GONCALVES","447.93","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
101,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-06-30",NULL,"Salaire 06/18 TRUTA","462.83","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
102,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-06-30",NULL,"Salaire 06/18 LOPES","923.64","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
103,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-06-30",NULL,"Salaire 06/18 ALVES FERREIRA","706.24","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
104,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-07-31",NULL,"Salaire 07/18 LOPES","932.51","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
105,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-07-31",NULL,"Salaire 07/18 ALVES FERREIRA","715.11","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
106,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-07-31",NULL,"Salaire 07/18 TRUTA","814.38","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
107,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-08-31",NULL,"Salaire 08/18 ALVES FERREIRA","1185.64","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
108,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-08-31",NULL,"Salaire 08/18 ALVES FERREIRA","706.24","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
109,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-08-31",NULL,"Salaire 08/18 LOPES","923.64","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
110,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-09-30",NULL,"Salaire 09/18 ALVES FERREIRA","706.24","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
111,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-09-30",NULL,"Salaire 09/18 LOPES","923.64","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
112,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-10-31",NULL,"Salaire 10/18 TRUTA","123.66","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
113,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-10-31",NULL,"Salaire 10/18 ALVES FERREIRA","793.18","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
114,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-10-31",NULL,"Salaire 10/18 LOPES","938.57","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
115,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-11-30",NULL,"Salaire 11/18 ALVES FERREIRA","819.32","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
116,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-11-30",NULL,"Salaire 11/18 LOPES","955.61","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
117,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-12-31",NULL,"Salaire 12/18 ALVES FERREIRA","1742.61","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
118,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-12-31",NULL,"Rembt CPAM","-267.82","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
119,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","641000","Salaires","41","Salaires et Charges Sociales","1","Salaire Concierge","2018-12-31",NULL,"Salaire 12/18 LOPES","2157.40","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
120,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-01-31",NULL,"Salaire 01/18","798.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
121,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-02-28",NULL,"Salaire 02/18","1283.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
122,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-03-31",NULL,"Salaire 03/18","768.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
123,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-04-30",NULL,"Salaire 04/18","769.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
124,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-05-31",NULL,"Salaire 05/18","945.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
125,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-06-30",NULL,"Salaire 06/18","916.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
126,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-07-31",NULL,"Salaire 07/18","1031.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
127,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-08-31",NULL,"Salaire 08/18","1169.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
128,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-09-30",NULL,"Salaire 09/18","768.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
129,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-10-31",NULL,"Salaire 10/18","772.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
130,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-11-30",NULL,"Salaire 11/18","742.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
131,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","7","Charges Urssaf - Concierge","2018-12-31",NULL,"Salaire 12/18","2835.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
132,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","9","Charges Retraite - Concierge","2018-03-31",NULL,"Salaire 03/18","1128.86","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
133,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","9","Charges Retraite - Concierge","2018-06-30",NULL,"Salaire 06/18","1171.52","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
134,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","9","Charges Retraite - Concierge","2018-09-30",NULL,"Salaire 09/18","1326.73","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
135,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","9","Charges Retraite - Concierge","2018-12-31",NULL,"Salaire 12/18","1362.78","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
136,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","11","Charges Prévoyance - Concierge","2018-03-31",NULL,"Humanis mutuelle 2tr18","-92.56","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
137,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","11","Charges Prévoyance - Concierge","2018-03-31",NULL,"Humanis mutuelle 4tr18","-341.68","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
138,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","11","Charges Prévoyance - Concierge","2018-03-31",NULL,"Humanis mutuelle 3tr18","-277.68","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
139,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","11","Charges Prévoyance - Concierge","2018-03-31",NULL,"Salaire 03/18","510.50","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
140,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","11","Charges Prévoyance - Concierge","2018-04-09",NULL,"Humanis 4tr15","246.30","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
141,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","11","Charges Prévoyance - Concierge","2018-04-09",NULL,"Humanis 2tr15","82.10","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
142,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","11","Charges Prévoyance - Concierge","2018-04-09",NULL,"Humanis 3tr15","246.30","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
143,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","11","Charges Prévoyance - Concierge","2018-06-30",NULL,"Salaire 06/18","503.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
144,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","11","Charges Prévoyance - Concierge","2018-09-30",NULL,"Salaire 09/18","471.62","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
145,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","11","Charges Prévoyance - Concierge","2018-12-31",NULL,"Salaire 12/18","500.13","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
146,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","642000","Charges sociales et organismes sociaux","41","Salaires et Charges Sociales","13","Charges formation Gardien","2018-02-08",NULL,"AGEFOS - Année 2017","257.59","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
147,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","643000","Taxes sur les salaires","41","Salaires et Charges Sociales","3","Taxe sur salaire - Concierge","2018-03-31",NULL,"Salaire 03/18","780.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
148,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","643000","Taxes sur les salaires","41","Salaires et Charges Sociales","3","Taxe sur salaire - Concierge","2018-06-30",NULL,"Salaire 06/18","726.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
149,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","643000","Taxes sur les salaires","41","Salaires et Charges Sociales","3","Taxe sur salaire - Concierge","2018-09-30",NULL,"Salaire 09/18","786.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
150,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","643000","Taxes sur les salaires","41","Salaires et Charges Sociales","3","Taxe sur salaire - Concierge","2018-12-31",NULL,"Salaire 12/18","252.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
151,1206,NULL,"4501000000","CHARGES COURANTES","01","CHARGES COMMUNES GENERALES","644000","Autres (médecine du travail, mutuelles,etc.)","41","Salaires et Charges Sociales","5","Medecine travail - Concierge","2018-01-16",NULL,"CIAMT - Cotisation 2018","254.40","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
152,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","10","EDF - Ascenseur 129","2018-02-21","E.D.F Entreprises","Relevé du 20/02/18 - 276 KWH - Cpteur 176","71.72","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
153,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","10","EDF - Ascenseur 129","2018-04-21","E.D.F Entreprises","Estime du 20/04/18 - 284 KWH - Cpteur 176","73.08","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
154,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","10","EDF - Ascenseur 129","2018-06-22","E.D.F Entreprises","Estime du 21/06/18 - 236 KWH - Cpteur 176","66.03","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
155,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","10","EDF - Ascenseur 129","2018-08-24","E.D.F Entreprises","Relevé du 21/08/18 - 251 KWH - Cpteur 176","69.47","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
156,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","10","EDF - Ascenseur 129","2018-10-24","E.D.F Entreprises","Estime du 23/08/18 - 244 KWH - Cpteur 176","68.57","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
157,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","10","EDF - Ascenseur 129","2018-12-21","E.D.F Entreprises","Estime du 20/12/18 - 274 KWH - Cpteur 176","68.74","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
158,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","11","EDF - Ascenseur 131","2018-03-05","E.D.F Entreprises","Relevé du 20/02/18 - 269 KWH - Cpteur 178","70.70","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
159,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","11","EDF - Ascenseur 131","2018-04-21","E.D.F Entreprises","Estime du 20/04/18 - 266 KWH - Cpteur 178","70.44","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
160,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","11","EDF - Ascenseur 131","2018-06-22","E.D.F Entreprises","Estime du 21/06/18 - 221 KWH - Cpteur 178","63.81","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
161,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","11","EDF - Ascenseur 131","2018-08-22","E.D.F Entreprises","Relevé du 21/08/18 - 251 KWH - Cpteur 178","69.47","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
162,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","11","EDF - Ascenseur 131","2018-10-24","E.D.F Entreprises","Estime du 23/10/18 - 229 KWH - Cpteur 178","66.34","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
163,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","602000","Electricité","2","Electricité","11","EDF - Ascenseur 131","2018-12-21","E.D.F Entreprises","Estime du 20/12/18 - 257 KWH - Cpteur 178","66.24","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
164,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-01-08","ORANGE","Facture du 08/01/18","46.70","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
165,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-02-21","ORANGE","Facture du 21/02/18","58.55","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
166,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-03-06","ORANGE","Facture du 06/03/18","46.57","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
167,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-04-23","ORANGE","Facture du 23/04/18","57.71","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
168,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-05-09","ORANGE","Facture du 09/05/18","46.70","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
169,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-06-21","ORANGE","Facture du 21/06/18","60.65","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
170,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-07-06","ORANGE","Facture du 06/07/18","48.84","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
171,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-08-22","ORANGE","Facture du 22/18/18","60.10","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
172,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-09-06","ORANGE","Facture du 06/09/18","49.14","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
173,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-10-23","ORANGE","Facture du 23/10/18","61.31","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
174,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-11-07","ORANGE","Facture du 07/11/18","49.31","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
175,1206,NULL,"4501000000","CHARGES COURANTES","02","CHARGES ASCENSEURS","613000","Locations mobilières","13","Location Mobilières","2","Ligne Téléphone","2018-12-21","ORANGE","Facture du 21/12/18","61.00","2018-01-01","2018-12-31","2020-01-30 12:10:36","2020-01-30 12:10:36"
